wkt_geom;generator:source;generator:output
Point (8.36169349999999945 53.51737130000000064);solar;
Point (8.36597429999999953 53.5153681999999975);solar;
Point (8.3660546999999994 53.51636020000000116);solar;
Point (8.36527150000000042 53.51496949999999941);solar;
Point (11.08613479999999996 53.49984500000000054);solar;
Point (8.36087269999999982 53.51695029999999775);solar;
Point (9.78552099999999925 53.53068660000000278);wind;
Point (8.36182660000000055 53.51179979999999858);solar;
Point (8.85480450000000019 54.18805629999999951);wind;
Point (8.93921850000000084 54.23550029999999822);wind;
Point (8.96706359999999947 54.19037509999999713);wind;2.3
Point (8.87449370000000037 54.21401699999999835);wind;
Point (8.85867810000000055 54.21785059999999845);wind;
Point (8.93430460000000082 54.18821870000000018);wind;
Point (8.94229469999999971 54.23148779999999647);wind;
Point (8.90990329999999986 54.23812039999999968);wind;
Point (8.95985429999999994 54.19215260000000001);wind;2.3
Point (8.84902980000000028 54.18664110000000278);wind;
Point (8.93014480000000077 54.15686999999999784);wind;
Point (8.85797939999999961 54.17582620000000304);wind;
Point (8.97564239999999991 54.19037560000000298);wind;2.3
Point (8.93867449999999941 54.23358360000000289);wind;
Point (8.92930340000000022 54.16121040000000164);wind;
Point (8.91279300000000063 54.23721929999999958);wind;
Point (8.96010730000000066 54.18985659999999882);wind;2.3
Point (8.94519780000000075 54.2323888000000025);wind;
Point (8.85588680000000039 54.20416730000000172);wind;
Point (8.85453429999999919 54.17405449999999689);wind;
Point (8.96461979999999947 54.1931354999999968);wind;2.3
Point (8.93949130000000025 54.23766189999999909);wind;
Point (8.91624559999999988 54.23716089999999923);wind;
Point (8.93739039999999996 54.18664590000000203);wind;
Point (8.94184740000000033 54.23348359999999957);wind;
Point (8.92683880000000052 54.16178399999999726);wind;
Point (8.92648939999999946 54.16390880000000152);wind;
Point (8.85233840000000072 54.18569730000000106);wind;
Point (8.94285419999999931 54.23714129999999756);wind;
Point (8.85514180000000017 54.21867230000000148);wind;
Point (8.93720740000000013 54.18794119999999737);wind;
Point (8.9623930000000005 54.19448859999999968);wind;
Point (8.8512682999999992 54.18798730000000319);wind;
Point (8.86167230000000039 54.21489650000000182);wind;
Point (8.92514839999999943 54.16023040000000321);wind;
Point (9.00650710000000032 54.19957149999999757);wind;
Point (8.85307120000000047 54.21657940000000053);wind;
Point (8.8670530000000003 54.21527760000000029);wind;
Point (8.8636014000000003 54.21687239999999974);wind;
Point (8.91896909999999998 54.19491719999999901);wind;
Point (8.9493381000000003 54.23549690000000112);wind;
Point (8.92468679999999992 54.15837069999999898);wind;
Point (8.92952679999999965 54.1624722000000034);wind;
Point (8.8561639999999997 54.18615710000000263);wind;
Point (8.90513400000000033 54.24024090000000342);wind;
Point (8.85108780000000017 54.21465750000000128);wind;
Point (9.84377040000000036 54.60905919999999725);wind;
Point (8.95795400000000086 54.1980795999999998);wind;
Point (9.86990089999999931 54.87939120000000059);wind;yes
Point (9.84599009999999986 54.60703449999999748);wind;
Point (9.22975250000000003 53.91097560000000044);wind;5000
Point (9.22951779999999999 53.91597300000000104);wind;5000
Point (9.58083579999999913 54.41572349999999858);wind;
Point (9.23734750000000027 53.91077700000000306);wind;5000
Point (9.58445320000000045 54.41816990000000231);wind;
Point (9.58640019999999993 54.41583250000000049);wind;
Point (9.58821780000000068 54.41406150000000252);wind;
Point (9.5854525000000006 54.41225210000000345);wind;
Point (10.76217609999999958 54.93673359999999661);wind;yes
Point (10.76340060000000065 54.93487830000000116);wind;yes
Point (8.59392120000000048 53.67258850000000336);wind;
Point (10.62237630000000088 53.63282939999999854);wind;900
Point (9.42508770000000062 54.53293959999999885);wind;
Point (9.54505990000000004 54.6345641999999998);wind;
Point (9.4145745999999999 54.53163169999999838);wind;
Point (8.89294289999999954 53.56894929999999988);wind;
Point (9.41464640000000053 54.53385910000000081);wind;
Point (9.43186739999999979 54.52732449999999886);wind;
Point (9.5381418999999994 53.84666889999999739);wind;750
Point (9.53795719999999925 53.8502200000000002);wind;750
Point (9.54909190000000052 53.84709990000000346);wind;3200
Point (9.54269490000000076 53.84693500000000199);wind;750
Point (9.53804079999999921 53.84845779999999849);wind;750
Point (9.54447429999999919 53.85005240000000271);wind;3200
Point (9.39765429999999924 53.90682009999999735);wind;
Point (9.46198030000000045 54.38999379999999917);wind;
Point (9.38853019999999994 53.90176850000000286);wind;1500
Point (9.38284359999999928 53.90613189999999832);wind;
Point (9.39180789999999988 53.9065542000000022);wind;1500
Point (9.38601859999999988 53.90401200000000159);wind;1500
Point (9.38691039999999965 53.90789889999999929);wind;1500
Point (9.39348939999999999 53.90934219999999755);wind;1500
Point (9.59670389999999962 54.27203099999999836);biomass;
Point (9.5762975000000008 54.41582559999999802);wind;
Point (9.19005890000000036 53.89621830000000102);wind;5000
Point (9.86229960000000005 54.39556819999999959);biomass;717
Point (9.82042850000000023 54.64031219999999678);wind;
Point (9.65456700000000012 54.66222049999999655);wind;
Point (10.04522760000000048 54.40084230000000076);wind;
Point (10.02111799999999953 54.40159810000000107);wind;
Point (9.04799820000000032 54.05128930000000054);wind;
Point (9.06265619999999927 54.06850490000000065);wind;
Point (10.32722970000000018 53.80101470000000319);biomass;
Point (9.83091040000000049 54.60535670000000152);wind;
Point (9.76843749999999922 53.9712157000000019);wind;
Point (9.7744964999999997 53.97064830000000057);wind;
Point (9.77719519999999953 53.96787869999999998);wind;
Point (9.76697629999999961 53.96696879999999652);wind;
Point (9.76517639999999965 53.96405539999999945);wind;
Point (9.76362770000000069 53.97006470000000178);wind;
Point (9.99062849999999969 54.08279189999999659);coal;
Point (9.7612603 53.96487679999999898);wind;
Point (9.9401022999999995 53.96448660000000075);wind;
Point (10.59218790000000077 53.80724750000000256);wind;600
Point (9.94533670000000036 53.95859719999999982);wind;
Point (9.94281450000000078 53.96152969999999982);wind;
Point (9.93107009999999946 53.95486929999999859);wind;
Point (9.9430379999999996 53.94727449999999891);wind;
Point (9.93179319999999954 53.94823319999999711);wind;
Point (9.93142880000000083 53.95112209999999919);wind;
Point (10.14922969999999935 54.09956960000000237);wind;
Point (10.15115100000000048 54.09627569999999963);wind;
Point (10.14416570000000029 54.09547649999999663);wind;
Point (10.14309150000000059 54.09890060000000034);wind;
Point (10.10085349999999949 54.4583859999999973);wind;
Point (10.14351579999999942 54.09238880000000194);wind;
Point (10.09654659999999993 54.45845820000000259);wind;
Point (10.09937200000000068 54.45611869999999755);wind;
Point (9.61922350000000037 54.5503815000000003);wind;
Point (9.80845330000000004 54.26112870000000044);biomass;
Point (10.02357650000000078 54.40496689999999802);wind;
Point (10.02526340000000005 54.3985295000000022);wind;
Point (10.03923939999999959 54.39935969999999799);wind;
Point (10.01600149999999978 54.39960370000000012);wind;
Point (8.58442780000000027 53.66978459999999984);wind;1500
Point (10.01598989999999922 54.40360400000000141);wind;
Point (8.58916310000000038 53.67385380000000339);wind;1500
Point (8.58681020000000039 53.67182609999999698);wind;1500
Point (10.46306019999999926 53.89046539999999652);wind;1500
Point (10.46028259999999932 53.89560360000000117);wind;1500
Point (10.45951750000000047 53.88669949999999886);wind;1500
Point (10.46069119999999941 53.89302190000000081);wind;1500
Point (9.72671459999999932 54.68699610000000177);wind;
Point (10.45932359999999939 53.88913740000000274);wind;1500
Point (8.85082730000000062 54.81109579999999681);wind;yes
Point (9.72659980000000068 54.69041500000000156);wind;
Point (8.87280789999999975 54.81809700000000163);wind;2300
Point (8.84743279999999999 54.81179339999999911);wind;250
Point (8.84640540000000009 54.81003450000000043);wind;
Point (8.8841979999999996 54.82236290000000167);wind;3600
Point (8.87396940000000001 54.82599479999999659);wind;2300
Point (8.87981330000000035 54.8249453000000031);wind;3600
Point (8.88391500000000001 54.81876919999999842);wind;3600
Point (8.87782110000000024 54.8185836999999978);wind;3600
Point (8.88491280000000039 54.82558689999999757);wind;3600
Point (8.87455399999999983 54.82331599999999838);wind;2300
Point (8.8729528000000002 54.82063749999999658);wind;2300
Point (8.84950350000000086 54.80890850000000114);wind;yes
Point (9.16786369999999984 54.6917174000000017);wind;3200
Point (8.87916599999999967 54.82207240000000326);wind;3600
Point (9.24070369999999919 54.52307420000000349);wind;2300
Point (9.2343781000000007 54.52276580000000195);wind;2300
Point (9.22806770000000043 54.52220919999999893);wind;2300
Point (9.25490809999999975 54.51021579999999744);wind;2300
Point (9.25180980000000019 54.50845939999999956);wind;2300
Point (9.2541247000000002 54.50644129999999876);wind;2300
Point (9.25901810000000047 54.50958570000000236);wind;
Point (9.23267419999999994 54.52065089999999969);wind;2300
Point (8.32418960000000041 53.57765859999999947);wind;yes
Point (8.32601960000000041 53.58006540000000228);wind;yes
Point (8.32888900000000021 53.57724230000000176);wind;yes
Point (8.33611209999999936 53.57847259999999778);wind;yes
Point (9.18608839999999915 54.73982070000000277);wind;yes
Point (8.32927469999999914 53.58179859999999906);wind;yes
Point (9.19857939999999985 54.74019049999999709);wind;yes
Point (9.19895819999999986 54.74214529999999712);wind;yes
Point (10.96467799999999926 53.84137450000000058);wind;600
Point (9.18208429999999964 54.73981359999999796);wind;yes
Point (8.93951999999999991 53.75655640000000091);wind;
Point (10.9675963000000003 53.83929150000000163);wind;600
Point (8.99648370000000064 54.64464790000000249);wind;1
Point (8.99583999999999939 54.64186720000000008);wind;1
Point (9.16733140000000013 54.45832149999999672);wind;2300
Point (9.16395529999999958 54.45999559999999917);wind;2300
Point (9.16301750000000048 54.45800520000000233);wind;2300
Point (9.1595279000000005 54.45976199999999778);wind;1500
Point (8.93682259999999928 54.40251020000000182);wind;
Point (8.93775929999999974 54.40693759999999912);wind;
Point (8.93727130000000081 54.40471500000000304);wind;
Point (8.95040999999999976 54.40860179999999957);wind;
Point (8.96262409999999932 54.41091560000000271);wind;
Point (8.95668739999999985 54.40918090000000262);wind;
Point (9.24320540000000079 54.0678180000000026);wind;2000
Point (8.94376190000000015 54.40761270000000138);wind;
Point (9.2374647999999997 54.07128430000000208);wind;2000
Point (9.24686789999999981 54.07008559999999875);wind;2000
Point (8.93290039999999941 54.42102520000000254);wind;
Point (8.92633290000000024 54.4186606000000026);wind;
Point (9.41001580000000004 54.50213569999999663);wind;
Point (9.40175359999999927 54.50944739999999911);wind;
Point (9.40740390000000026 54.53130649999999946);wind;
Point (9.41864190000000079 54.5191283999999996);wind;
Point (9.41231130000000071 54.52142359999999854);wind;
Point (9.41261100000000006 54.5080309000000014);wind;
Point (9.4238420000000005 54.53090939999999875);wind;
Point (9.41180450000000057 54.50491920000000334);wind;
Point (9.41982720000000029 54.54176679999999777);wind;
Point (9.40838770000000046 54.52938639999999992);wind;
Point (9.41948329999999956 54.53191830000000095);wind;
Point (9.41953190000000085 54.52702070000000134);wind;
Point (9.40717590000000037 54.51369650000000178);wind;
Point (9.40258769999999977 54.50336440000000238);wind;
Point (9.3996303999999995 54.50488769999999761);wind;
Point (9.39673799999999915 54.49898809999999827);wind;
Point (9.41316029999999948 54.51944739999999712);wind;
Point (9.38998259999999974 54.52469270000000279);wind;
Point (9.3959577000000003 54.50258889999999923);wind;
Point (9.4145348000000002 54.5293746999999982);wind;
Point (9.39248880000000064 54.49776889999999696);wind;
Point (9.40666880000000027 54.51143059999999707);wind;
Point (9.40949069999999921 54.52727579999999818);wind;
Point (9.40203920000000082 54.50660479999999808);wind;
Point (9.41095879999999951 54.51177700000000215);wind;
Point (9.39202700000000057 54.50250419999999707);wind;
Point (9.40699979999999947 54.50562159999999778);wind;
Point (9.39636589999999927 54.49600720000000109);wind;
Point (9.39227340000000055 54.50018409999999847);wind;
Point (9.42901670000000003 54.52105679999999666);wind;
Point (9.40507859999999951 54.49981149999999985);wind;
Point (9.41435180000000038 54.51102250000000282);wind;
Point (8.6992995999999998 54.54176110000000222);wind;
Point (8.69955170000000066 54.54005610000000104);wind;
Point (9.56668610000000008 54.56678699999999793);wind;
Point (9.5687730000000002 54.56546500000000322);wind;
Point (9.36381669999999922 54.11424149999999855);wind;
Point (9.56879299999999944 54.56643909999999664);wind;
Point (9.36730140000000056 54.11656719999999865);wind;
Point (9.36850920000000009 54.11500180000000171);wind;
Point (9.55749849999999945 54.40714030000000179);wind;
Point (9.60275239999999997 54.55714350000000223);wind;
Point (9.56255130000000086 54.41055360000000007);wind;
Point (9.5729804000000005 54.40846260000000001);wind;
Point (9.56864719999999913 54.40961039999999826);wind;
Point (9.56368059999999964 54.40550989999999842);wind;
Point (9.59013689999999919 54.41180349999999777);wind;
Point (9.56839019999999962 54.40695250000000271);wind;
Point (8.69898659999999957 54.54344700000000046);wind;
Point (9.5671046999999998 54.41269609999999801);wind;
Point (9.01095360000000056 54.25551759999999746);wind;
Point (9.00458069999999999 54.26251909999999867);wind;
Point (9.03020099999999992 54.26195109999999744);wind;
Point (9.01495590000000036 54.27052520000000158);wind;
Point (8.97760279999999966 54.2674872999999991);wind;
Point (8.99251469999999919 54.26941779999999937);wind;
Point (8.93093889999999924 54.15992630000000219);wind;
Point (8.95862939999999952 54.26569820000000277);wind;
Point (8.97116650000000071 54.18837810000000133);wind;2.3
Point (8.94392790000000026 54.2352156999999977);wind;
Point (8.93133109999999952 54.18784809999999652);wind;
Point (8.9322095000000008 54.16143120000000266);wind;
Point (8.85717690000000069 54.21619220000000183);wind;
Point (8.94957330000000084 54.24266680000000207);wind;
Point (8.94680190000000053 54.23063700000000154);wind;
Point (8.9083629000000002 54.23985590000000201);wind;
Point (8.93054180000000031 54.15843830000000025);wind;
Point (8.95859820000000084 54.19438350000000071);wind;2.3
Point (8.6495993999999996 53.71808140000000265);wind;500
Point (8.65047069999999962 53.72191279999999836);wind;500
Point (8.64412339999999979 53.71683219999999892);wind;500
Point (8.6504165000000004 53.73404089999999655);wind;500
Point (8.65768549999999948 53.73652100000000331);wind;500
Point (8.66049839999999982 53.72009409999999718);wind;500
Point (8.65809549999999994 53.7262607999999986);wind;500
Point (8.66121500000000033 53.71222589999999997);wind;500
Point (8.66056200000000054 53.74201440000000218);wind;500
Point (8.65410750000000029 53.72546429999999873);wind;500
Point (8.65467210000000087 53.73232819999999776);wind;500
Point (8.66017270000000039 53.72268079999999912);wind;500
Point (9.18845340000000022 54.44581430000000211);wind;
Point (9.19902130000000007 54.44597000000000264);wind;
Point (9.18454810000000066 54.44375519999999824);wind;
Point (9.18387219999999971 54.44222669999999908);wind;
Point (8.94100569999999983 54.93818970000000235);wind;yes
Point (8.94458629999999921 54.93825009999999764);wind;yes
Point (9.37245670000000075 53.88198909999999842);wind;1500
Point (8.93724779999999974 54.93802879999999789);wind;yes
Point (9.37524450000000087 53.88402729999999963);wind;1500
Point (9.36687949999999958 53.885902999999999);wind;
Point (9.36864510000000017 53.88310779999999767);wind;
Point (9.37058399999999914 53.88561409999999796);wind;
Point (8.88014740000000025 53.5705252999999999);wind;
Point (8.88082700000000003 53.56904300000000063);wind;
Point (8.88106220000000057 53.56650499999999937);wind;
Point (8.88542069999999917 53.56644289999999842);wind;
Point (8.88796920000000057 53.56859279999999757);wind;
Point (8.87686060000000055 53.56756450000000314);wind;
Point (9.00202939999999963 53.55152919999999739);wind;
Point (8.99988579999999949 53.55312700000000348);wind;
Point (9.03200930000000035 53.62871069999999918);wind;yes
Point (8.87466449999999973 53.59777700000000067);wind;
Point (9.48103880000000032 54.95294979999999896);wind;yes
Point (9.4812113999999994 54.9547304999999966);wind;yes
Point (9.13530259999999927 53.56469090000000222);wind;
Point (9.1401570999999997 53.56816349999999716);wind;
Point (9.13547780000000031 53.56165409999999838);wind;
Point (9.13589909999999961 53.55667689999999936);wind;
Point (9.13571969999999922 53.5591273000000001);wind;
Point (9.13607000000000014 53.56782659999999652);wind;
Point (9.00245989999999985 53.54243650000000088);wind;
Point (9.00051799999999957 53.54121909999999929);wind;
Point (9.05876259999999967 53.56142510000000101);wind;
Point (8.99860819999999961 53.54000769999999676);wind;
Point (9.05466539999999931 53.55967389999999995);wind;
Point (9.05444250000000039 53.55775429999999915);wind;
Point (9.05851299999999959 53.55876039999999705);wind;
Point (9.05823709999999949 53.55684680000000242);wind;
Point (9.05346149999999916 53.55319550000000106);wind;
Point (9.05370600000000003 53.55501509999999854);wind;
Point (10.83139489999999938 54.27975980000000078);wind;
Point (10.83323159999999952 54.27726919999999922);wind;
Point (10.87450970000000083 54.33109689999999858);wind;
Point (10.81681030000000021 54.28176990000000046);wind;
Point (9.58040410000000087 54.05333379999999721);wind;
Point (9.56223310000000026 54.05402039999999886);wind;
Point (10.04822290000000073 54.87776809999999728);wind;yes
Point (9.56198060000000005 54.05029950000000127);wind;
Point (10.05280819999999942 54.87577550000000315);wind;yes
Point (10.05188300000000012 54.87759979999999871);wind;yes
Point (10.04549300000000045 54.87610440000000267);wind;yes
Point (10.04457700000000031 54.87793570000000187);wind;yes
Point (10.05553500000000078 54.87740449999999726);wind;yes
Point (10.04915420000000026 54.87594639999999657);wind;yes
Point (9.68414980000000014 54.93729979999999813);wind;yes
Point (9.68365630000000088 54.93882829999999728);wind;yes
Point (9.82043870000000041 55.00965409999999878);wind;yes
Point (9.82052359999999958 55.01140240000000148);wind;yes
Point (10.32288029999999956 54.23731769999999841);wind;600
Point (10.25238329999999998 55.02493919999999861);wind;yes
Point (10.32662649999999971 54.23644889999999918);wind;600
Point (10.32524100000000011 54.24130439999999709);wind;600
Point (10.32929030000000026 54.241004199999999);wind;600
Point (10.31792120000000068 54.241343999999998);wind;600
Point (10.32789009999999941 54.239185599999999);wind;600
Point (10.31874149999999979 54.23903740000000084);wind;600
Point (10.35234649999999945 54.19203629999999805);wind;
Point (10.3240040000000004 54.23931189999999702);wind;600
Point (10.35620010000000057 54.19097200000000214);wind;
Point (10.3511602000000007 54.19469089999999767);wind;
Point (10.34429500000000068 54.19377440000000234);wind;
Point (10.35485459999999946 54.1930942999999985);wind;
Point (9.87824670000000005 54.66933740000000341);wind;
Point (10.34835950000000082 54.19178409999999957);wind;
Point (9.87568570000000001 54.67046179999999822);wind;
Point (9.8750745000000002 54.66880350000000277);wind;
Point (8.73246840000000013 54.36443899999999729);wind;
Point (8.56195390000000067 54.74081290000000166);wind;yes
Point (9.67364000000000068 54.76325899999999791);wind;
Point (9.68522319999999937 54.76593419999999668);wind;
Point (9.68086940000000062 54.76332150000000354);wind;
Point (9.68702809999999914 54.76339120000000094);wind;
Point (9.66057670000000002 54.59927019999999942);wind;
Point (9.63406130000000083 54.62230040000000031);wind;
Point (9.66538259999999916 54.60788260000000349);wind;
Point (9.65460260000000048 54.59922610000000276);wind;
Point (9.66974459999999958 54.61911829999999668);wind;
Point (9.66298100000000026 54.60604119999999995);wind;
Point (9.65401269999999911 54.60286169999999828);wind;
Point (9.65759450000000008 54.60450360000000103);wind;
Point (9.67054560000000052 54.61691549999999751);wind;
Point (9.65335439999999956 54.60052650000000085);wind;
Point (9.6616964000000003 54.60850150000000269);wind;
Point (9.65014380000000038 54.60532479999999822);wind;
Point (9.80331349999999979 54.63785560000000174);wind;
Point (9.80740199999999973 54.63658670000000228);wind;
Point (8.95475360000000009 53.77859320000000309);wind;
Point (8.96390829999999994 53.7792638000000025);wind;
Point (8.95767589999999991 53.77746989999999983);wind;
Point (8.95013430000000021 53.770578399999998);wind;
Point (8.95438799999999979 53.78149160000000251);wind;
Point (8.97395829999999961 53.77699109999999649);wind;
Point (8.95536990000000088 53.76873609999999815);wind;
Point (8.97849779999999953 53.78020260000000263);wind;
Point (8.95268650000000044 53.76966029999999819);wind;
Point (8.9572503999999995 53.78038889999999839);wind;
Point (8.9636812999999993 53.78229619999999755);wind;
Point (8.95428800000000003 53.7661676999999969);wind;
Point (8.95419019999999932 53.77447740000000209);wind;
Point (8.95664509999999936 53.78359259999999864);wind;
Point (8.96883869999999916 53.77814610000000073);wind;
Point (8.97878779999999921 53.77766919999999828);wind;
Point (9.69210570000000082 54.66884579999999971);wind;
Point (8.95733949999999979 53.76421489999999892);wind;
Point (8.99730169999999951 54.12681080000000122);wind;
Point (8.96122680000000038 54.16303609999999935);wind;660
Point (8.56499260000000007 53.64436359999999837);wind;600
Point (8.57250729999999983 53.6392317000000034);wind;2050
Point (8.57641740000000041 53.63926260000000212);wind;600
Point (8.57034419999999919 53.643962700000003);wind;600
Point (9.36102699999999999 53.88997630000000072);wind;
Point (8.57260209999999923 53.64165979999999934);wind;2050
Point (9.36462900000000076 53.88875569999999726);wind;
Point (9.36831729999999929 53.88797490000000323);wind;
Point (9.33319960000000037 54.94014690000000201);wind;yes
Point (9.33781459999999974 54.94050419999999946);wind;yes
Point (9.04641439999999974 54.98580840000000336);wind;yes
Point (9.04858160000000034 54.99485080000000181);wind;yes
Point (9.04611399999999932 54.98836920000000106);wind;yes
Point (9.04672859999999979 54.98328610000000083);wind;yes
Point (8.89062020000000075 54.98879289999999997);wind;yes
Point (9.19921420000000012 54.98846160000000083);wind;yes
Point (8.88581420000000044 54.95679719999999691);wind;yes
Point (8.89325949999999921 54.98493990000000053);wind;yes
Point (8.89261579999999974 54.98762330000000276);wind;yes
Point (8.89724039999999938 54.96380070000000018);wind;yes
Point (8.73126640000000087 53.74864800000000287);wind;
Point (8.89177890000000026 54.98343719999999735);wind;yes
Point (9.50896119999999989 54.89544459999999759);wind;yes
Point (9.52915559999999928 54.89689229999999753);wind;yes
Point (9.50299039999999984 54.89429789999999798);wind;yes
Point (9.50595960000000062 54.89485880000000151);wind;yes
Point (9.13249159999999982 54.859232200000001);wind;3000
Point (9.17883669999999974 54.86549320000000307);wind;yes
Point (9.18321770000000015 54.8643761000000012);wind;yes
Point (9.17011719999999997 54.86771190000000331);wind;yes
Point (9.16145090000000017 54.86992320000000234);wind;yes
Point (9.17447890000000044 54.86659999999999826);wind;yes
Point (9.18758779999999931 54.8632715000000033);wind;yes
Point (9.16577979999999926 54.86881000000000341);wind;yes
Point (9.13318609999999964 54.85699160000000063);wind;
Point (9.15705359999999935 54.87105999999999995);wind;yes
Point (11.06321149999999953 54.911327);wind;yes
Point (11.08625010000000088 54.92920910000000134);wind;yes
Point (11.06228079999999991 54.86221139999999963);wind;yes
Point (11.06457840000000026 54.789043300000003);wind;yes
Point (11.0683959999999999 54.86544010000000071);wind;yes
Point (11.06436109999999928 54.79034359999999992);wind;yes
Point (11.08983830000000026 54.79635619999999818);wind;yes
Point (11.06841569999999919 54.90793810000000263);wind;yes
Point (11.08537839999999974 54.91266960000000097);wind;yes
Point (11.05355239999999917 54.88186079999999833);wind;yes
Point (11.06236889999999917 54.88875430000000222);wind;yes
Point (11.0560956000000008 54.88135669999999777);wind;yes
Point (11.06357249999999937 54.8652230000000003);wind;yes
Point (11.0893019000000006 54.79382090000000005);wind;yes
Point (11.05453190000000063 54.76197770000000276);wind;yes
Point (11.06138319999999986 54.92016209999999887);wind;yes
Point (11.02560719999999961 54.78776320000000055);wind;yes
Point (11.06715870000000024 54.86240690000000342);wind;yes
Point (11.06708320000000079 54.91105110000000167);wind;yes
Point (11.09610289999999999 54.8946645999999987);wind;yes
Point (11.06131249999999966 54.78897059999999897);wind;yes
Point (11.06970229999999944 54.90937739999999678);wind;yes
Point (11.04197920000000011 54.760912900000001);wind;yes
Point (11.07924820000000032 54.85936370000000295);wind;yes
Point (11.06582689999999936 54.90965980000000002);wind;yes
Point (11.06104430000000072 54.79027589999999748);wind;yes
Point (11.08958089999999963 54.79507029999999901);wind;yes
Point (11.08174879999999973 54.89793829999999986);wind;yes
Point (11.10787870000000055 54.77002139999999741);wind;yes
Point (11.09605140000000034 54.89716920000000044);wind;yes
Point (11.10569689999999987 54.81941290000000322);wind;yes
Point (11.02441710000000086 54.78299439999999976);wind;yes
Point (11.11015470000000072 54.81492190000000164);wind;yes
Point (11.1079339000000008 54.81716600000000028);wind;yes
Point (8.65440940000000047 53.71993849999999782);wind;500
Point (9.67873400000000039 54.64065509999999648);wind;
Point (8.64971399999999946 53.73547130000000038);wind;500
Point (8.65286990000000067 53.72798219999999958);wind;500
Point (8.6542393999999998 53.72229839999999967);wind;500
Point (8.65401269999999911 53.71608179999999777);wind;500
Point (8.66099059999999987 53.71496729999999786);wind;500
Point (8.65375150000000026 53.73627170000000319);wind;500
Point (8.66032470000000032 53.72139169999999808);wind;500
Point (8.65432470000000009 53.7241410999999971);wind;500
Point (8.65086020000000033 53.73775890000000288);wind;500
Point (8.65018730000000069 53.72060079999999971);wind;500
Point (8.65989770000000014 53.72510890000000217);wind;500
Point (8.65426779999999951 53.71866409999999803);wind;500
Point (8.6538851999999995 53.71476959999999679);wind;500
Point (8.65254619999999974 53.74124030000000118);wind;500
Point (8.65286260000000063 53.72674039999999707);wind;500
Point (8.66070829999999958 53.71749859999999899);wind;500
Point (8.66111360000000019 53.71351520000000335);wind;500
Point (8.65030750000000026 53.71273800000000165);wind;500
Point (8.64932310000000015 53.71681960000000089);wind;500
Point (8.65818960000000004 53.72956649999999712);wind;500
Point (8.65039430000000031 53.7314425);wind;500
Point (8.65372389999999925 53.73357409999999845);wind;500
Point (8.64598259999999996 53.71307139999999691);wind;500
Point (8.64988269999999915 53.71936420000000112);wind;500
Point (8.65348529999999982 53.74231609999999648);wind;500
Point (8.66074689999999947 53.73558500000000038);wind;500
Point (8.65994109999999928 53.72386699999999848);wind;500
Point (8.64969179999999938 53.73675719999999956);wind;500
Point (8.66081690000000037 53.71623509999999868);wind;500
Point (8.65634700000000024 53.74040060000000096);wind;500
Point (8.65236870000000025 53.74006380000000149);wind;500
Point (8.65932590000000069 53.7309667000000033);wind;500
Point (8.66020709999999916 53.73956079999999957);wind;500
Point (8.65307250000000039 53.72956649999999712);wind;500
Point (8.64447050000000061 53.71811079999999805);wind;500
Point (8.6504165000000004 53.73278549999999854);wind;500
Point (8.6539363999999992 53.7348195000000004);wind;500
Point (8.64898299999999942 53.71547389999999922);wind;500
Point (8.6603993999999993 53.73435589999999706);wind;500
Point (8.64922409999999964 53.71389719999999812);wind;500
Point (8.65469380000000044 53.73117220000000316);wind;500
Point (8.6545299 53.72117930000000285);wind;500
Point (8.6615751000000003 53.73816120000000041);wind;500
Point (8.64380719999999947 53.71554890000000171);wind;500
Point (8.6541402000000005 53.71738969999999824);wind;500
Point (8.65083060000000081 53.7390010000000018);wind;500
Point (8.65045349999999935 53.73019579999999706);wind;500
Point (8.65657629999999934 53.74165579999999665);wind;500
Point (8.65646699999999925 53.71257709999999719);wind;500
Point (8.66061419999999949 53.71875359999999944);wind;500
Point (8.65809549999999994 53.72746409999999884);wind;500
Point (8.65666930000000079 53.7137802000000022);wind;500
Point (8.64509860000000074 53.71458460000000201);wind;500
Point (8.66031800000000018 53.74080730000000017);wind;500
Point (8.65906539999999936 53.73242239999999725);wind;500
Point (8.66110190000000024 53.73685350000000227);wind;500
Point (8.89146200000000064 54.50587550000000192);wind;
Point (8.88474719999999962 54.51340919999999812);wind;
Point (11.02924490000000013 54.29307200000000222);wind;
Point (8.87888260000000074 54.51715409999999906);wind;
Point (11.02609370000000055 54.29093519999999984);wind;
Point (10.99969010000000047 54.2725711000000004);wind;
Point (11.03258980000000022 54.29139949999999715);wind;
Point (11.01340749999999957 54.27230289999999968);wind;
Point (11.00808929999999997 54.28477269999999777);wind;
Point (11.02914149999999971 54.28910659999999666);wind;
Point (11.00654429999999984 54.27245179999999891);wind;
Point (10.99281850000000027 54.27274769999999648);wind;
Point (9.4842992000000006 53.81900389999999845);wind;2
Point (9.4786482000000003 53.82412450000000348);wind;2
Point (9.46856320000000018 53.8165551000000022);wind;2
Point (9.47082050000000031 53.81397580000000147);wind;2
Point (9.48153100000000038 53.82153579999999948);wind;2
Point (9.47176520000000011 53.82139620000000235);wind;2
Point (9.46574900000000063 53.81906219999999763);wind;2
Point (9.47738230000000037 53.81633759999999711);wind;2
Point (8.55983739999999926 53.59602840000000157);wind;5000
Point (9.47463620000000084 53.81880639999999971);wind;2
Point (8.51439309999999949 53.62306579999999911);wind;450
